"","participant_private_id","testexpt","normal","SF"
"111",1531748,"low",610.271170216444,818.407340427276
"112",1531751,"low",1734.0087234038,1798.43191489357
"113",1531765,"high",1446.62819148978,1639.82595744954
"114",1531777,"high",552.276595744681,560.446808510638
"115",1531778,"high",2267.49765957449,2240.9227659571
"116",1531783,"high",1108.47074467877,1197.14712766197
"117",1531785,"high",1238.06382978723,1243.91489361702
"118",1531795,"high",1784.72776595563,1884.30340423625
"119",1531797,"high",2952.19361702069,3652.31500000648
"120",1531804,"high",1721.28244680774,1649.64744680873
"121",1531812,"high",475.702127659574,480.851063829787
"122",1531819,"high",2452.54329787235,515.822127659683
"123",1531820,"high",899.632021276617,1201.31829787234
"124",1531822,"high",2589.10138299193,2581.25499999052
"125",1531824,"high",977.580106420878,1503.12882978865
"126",1531826,"high",2373.31265957448,1152.68212765958
"127",1531834,"high",749.374468089453,868.196489361234
"128",1531840,"high",782.301489357896,1155.92712766189
"129",1531843,"high",2071.9351063828,2120.94499999992
"130",1531844,"high",802.574468075615,424.370531901777
"131",1531845,"high",623.162021276546,624.62744680933
"132",1531847,"high",499.812765957068,663.796595744606
"133",1531851,"high",820.394893617746,702.548617006656
"134",1531854,"high",1209.99063829337,1100.02085107052
"135",1531859,"high",741.186276597139,849.78234042795
"136",1531862,"high",2035.90808510582,1048.13968084327
"137",1531864,"high",1386.49191489435,1393.78861702101
"138",1531873,"high",372.106382978724,363.617021276597
"139",1531875,"high",749.974893614095,723.198191491897
"140",1531877,"high",539.300425542875,796.224787236845
"141",1531878,"high",1441.16755319107,1315.94074468089
"142",1531879,"high",451.255319148936,622.723404255319
"143",1531880,"high",1079.34042553191,977.170212765957
"144",1531881,"high",471.032340426315,594.583297872227
"145",1531883,"high",561.125531915248,678.138297872755
"146",1531884,"high",773.492553191491,722.001489361694
"147",1531890,"high",714.276595744681,990.765957446809
"148",1531900,"high",1227.54478721602,1161.63702125839
"149",1531902,"high",511.41553191701,557.83648936182
"150",1531907,"high",2331.4255319149,2485.93617021277
"151",1531909,"high",472.015106376815,1671.02085107422
"152",1531911,"high",742.3391489362,667.100957446816
"153",1531914,"high",458.836489362008,434.677978722438
"154",1531918,"high",999.99361703212,1199.16191486087
"155",1531929,"high",4975.95957446824,1807.76170212773
"156",1531931,"high",952.8085106383,996.680851063829
"157",1531932,"high",1634.01404254515,1754.44574467838
"158",1531933,"high",1151.2623404232,1331.63478724074
"159",1531940,"high",832.63829787234,933.553191489362
"160",1531941,"high",896.446808510638,777.212765957447
"161",1531942,"high",1151.30872335879,1074.46414892106
"162",1531944,"high",1404.59244680853,1401.37287234035
"163",1531951,"high",773.893617021277,819.382978723404
"164",1531962,"high",574.308510638298,640.331914893616
"165",1531968,"high",697.155851060822,679.500212766567
"166",1531969,"high",5068.24872341562,2021.4199999922
"167",1531973,"high",1775.3170212766,1051.58085106383
"168",1531975,"high",2017.87723404259,2349.22574468061
"169",1531980,"high",1001.74468085106,1086.63829787234
"170",1531982,"high",999.846382978115,1286.08925529617
"171",1531983,"high",1394,1530
"172",1531984,"high",816.512127657683,854.374787236435
"173",1531985,"high",1131.53617021608,2154.1185106344
"174",1531986,"high",5123.19159574443,4434.56978723407
"175",1531987,"high",696.802127659581,821.529787233885
"176",1531988,"high",1470.30489360963,1514.17659575793
"177",1531989,"high",1989.34042553191,3482.25531914893
"178",1532152,"low",2542.98489361711,2521.03031914877
"179",1532156,"low",592.829787234043,673.489361702126
"180",1532157,"low",1441.99999999999,1264.70212765957
"181",1532158,"low",2877,2574.1914893617
"182",1532160,"low",471.425531914894,536.744680851064
"183",1532175,"high",919.385744683554,1298.38659574446
"184",1532177,"high",1169.36212765958,1563.53797872369
"185",1532178,"high",4718.50021275137,4794.6326595736
"186",1532183,"high",772.229893617282,930.913617021244
"187",1532189,"high",792.302872340436,681.486489361711
"188",1532209,"low",1016.65957446809,1035.8085106383
"189",1532211,"low",669.012765958657,659.970212768654
"190",1532218,"high",713.721276596226,768.608510638668
"191",1532220,"high",1177.56223404022,1366.04776596428
"192",1532226,"low",3216.90595744672,5068.06446808549
"193",1532271,"low",511.407553192607,480.555638299693
"194",1532309,"low",588.774787228644,918.394680850782
"195",1532543,"high",752.392553201718,514.612340422823
"196",1532550,"high",589.2131914898,674.477021276308
"197",1690573,"high",742.228617024747,765.549680864577
"198",1690598,"high",819.425531914894,1063.93617021277
"199",1690606,"high",1046.80744680933,2116.24819149035
"200",1690607,"high",3281.48638298041,1421.42191488157
"201",1690608,"high",1192.74585106381,1704.40010638299
"202",1690611,"high",1877.7009574468,1690.19191489361
"203",1690623,"high",1178.59968085106,1236.59648936171
"204",1690626,"high",647.348936167892,651.142553191637
"205",1690629,"high",455.715638296827,478.18202127336
"206",1690640,"high",642.516489366089,841.292127658504
"207",1690642,"high",459.212765957447,469.957446808511
"208",1690644,"high",2027.85106382979,1893.23404255319
"209",1690645,"high",472.38553191524,419.234148935697
"210",1690646,"high",688.280851066241,710.580531916423
"211",1690649,"high",4450.97872340426,4789.78723404255
"212",1690661,"high",1681.70212765957,1839.02127659574
"213",1690666,"high",2630.3070212536,2770.88851063572
"214",1690668,"high",4933.76595744681,6057.74468085106
"215",1690670,"high",1899.70936170215,1895.63606382978
"216",1690674,"high",471.914893617022,447.723404255319
"217",1690675,"high",4473.55414893444,2629.77148935773
"218",1690676,"high",899.085106382979,1127.14893617021
"219",1690680,"high",5705.9929787229,4952.23063829868
"220",1690683,"high",308.809574515103,542.247872373604
"221",1690684,"high",4460.21914893603,4313.89148936185
"222",1690690,"high",524.527127626649,621.619255381062
"223",1690691,"high",706.561489370057,842.9167021383
"224",1690695,"high",1668.65287234194,1675.05957446175
"225",1690696,"high",3483.72702127783,3394.34031915152
"226",1690699,"high",834.489361702127,639.446808510638
"227",1690700,"high",508.001914894347,625.835212769898
"228",1690704,"high",709.259787235072,1079.43223404173
"229",1690708,"high",666.670425531846,809.224255319234
"230",1690946,"high",1987.36382978522,2145.11893616811
"231",1690957,"high",1894.81446807065,2570.26585107273
